food_name,Ingredients,Steps,popularity,URL,jenis_makanan,age,calories,title_length,title_word_count,num_ingredients,ingredients_length,num_steps,steps_length,url_length,loves_usia_interaction,age_group,food_category
Oseng teri tempe rawit,1 ons teri nasi (cuci pakai air hangat sebentar saja di saring)--Tempe secukupnya di potong kecil tipis sesuai selera--Bahan iris :--5 siung bawang merah--3 siung bawang putih--10 cabe rawit merah--15 cabe rawit hijau(saya utuh ga di iris ya)--2 lbr daun salam--secukupnya Garam dan kaldu bubuk--2 sdm minyak untuk menumis--,"Goreng tempe jangan terlalu kering ya, sisihkan--Panaskan minyak, tumis bawang merah sampai harum--Tambahkan bawang putih + daun salam aduk + cabe rawit merah + cabe rawit hijau aduk sampai agak setengah kering ya moms--Masukkan teri aduk terus + tempe+ garam dan kaldu bubuk, tes rasa--Angkat sajikan...bisa abis 2 piring dgn lauk ini maklum paling doyang hihihi😋😋😍--",6,/id/resep/4466349-oseng-teri-tempe-rawit,tempe,15,643.45,22,4,11,324,6,368,40,90,Remaja,Lainnya
Kering tempe manis,1 papan tempe iris2 kecil--5 siung bawang merah iris tipis--6 siung bawang putih iris tipis--5 buah cabe merah potong serong tipis--3 cm lengkuas geprek--2 cm jahe iris tipis--50 gram gula merah sisir halus--1 /2 SDM gula pasir--1 SDT garam--Penyedap rasa (optional)--Daun salam--1 mata asem jawa--Minyak goreng--,"Goreng tempe yg sudah di iris kecil2 sampai kering. Sisihkan--Goreng bawang merah, bawang putih dan cabe merah sampai bawang kering. Sisihkan--Masukan sedikit minyak goreng ke dlm kuali dan tumis lengkuas dan jahe sampai harum.--Masukan 50 ml air, gula merah sisir, dan asem. Biarkan sampai mendidih dan berambut/kental.--Masukkan bawang merah, bawang putih dan cabe merah yg sudah di goreng.--Masukkan garam dan penyedap rasa,--Terakhir masukkan tempe goreng, aduk cepat dan kecilkan api.--Setelah tercampur rata, angkat dan siap dihidangkan.--",3,/id/resep/4465848-kering-tempe-manis,tempe,51,477.72,18,3,14,313,9,545,36,153,Lansia,Lainnya
Tempe tepung kress,1/2 papan tempe--1 bh daun bawang diiris--5 sendok tepung terigu--1 sendok tepung kanji--bumbu halus :--3 siung daun putih--1 bh kemiri--secukupnya kunyit bubuk--secukupnya garam--secukupnya air--secukupnya minyak goreng--,"Potong tempe sesuai selera jangan terlalu tipis dan jangan terlalu tebal.--Siapkan bumbu halus untuk campuran adonannya.--Campur tepung terigu, tepung sagu, daun bawang yang sudah diiris kemudian masukkan bumbu halus. adul rata dan sesekali beri air secukupnya. jangan terlalu encer atau terlalu kental. cek rasa.--Panaskan minyak diwajan. laburi tempe dengan adonan tepung kemudian masukkan pada wajan yang telah panas. usahakan jangan terlalu sering membolak balikkan tempe.--",4,/id/resep/4465750-tempe-tepung-kress,tempe,8,128.23,18,3,12,222,5,478,36,32,Remaja,Lainnya
Tempe mendoan,1 papan tempe potong potong sesuai selera ya--Daun bawang potong potong (saya skip karena kehabisan)--7 Sdm tepung terigu--secukupnya Air--Minyak goreng--Bumbu :--1/2 sdt ketumbar--3 btr bawang merah--2 btr bawang putih--1 ruas kunyit--secukupnya Merica--secukupnya Penyedap rasa--secukupnya Garam--,"Haluskan bumbu-bumbu, campur dengan tepung dan air sampai menjadi adonan, jangan terlalu encer.--Masukkan potongan tempe ke adonan--Goreng tempe mendoan pada minyak goreng yang sudah panas dengan api sedang--Tidak usah terlalu lama, Bolak balik, jika tempe sudah kekuningan angkat dan sajikan 😍--",2,/id/resep/4465862-tempe-mendoan,tempe,69,805.12,13,2,14,299,5,296,31,138,Lansia,Lainnya
Orek Tempe Basah,1 papan Tempe--Minyak goreng--1/2 bawang bombai--secukupnya Kecap manis--secukupnya Gula--secukupnya Garam / penyedap--Bumbu halus:--5 butir bawang putih--2 butir bawang merah--1/4 ketumbar--2 butir kemiri--Cabai keriting dan cabe rawit--1/2 buah tomat--,"Haluskan bumbu, kemudian tumis hingga matang diatas wajan sampai harum, tambahkan sedikit air. Masukkan garam, kecap, gula secukupnya. Test rasa--Masukkan tempe yang sudah digoreng (setengah matang) dan bawang bombai yang sebelumnya sudah ditumis.--Aduk hingga tercampur rata, dan masak sampai semua bumbu meresap. Tambahkan taburan cabai keriting diatas tempe orek.--Tabur bawang goreng diatasnya. Sajikan dan selamat mencoba😊--",5,/id/resep/4465795-orek-tempe-basah,tempe,62,1234.08,16,3,14,254,5,429,34,310,Lansia,Lainnya
Tempe Tepung Simple,1 papan tempe--6 sdm tepung terigu--Minyak goreng--Secukupnya air--bumbu halus :--5 siung bawang putih--1/2 ruas kunyit--Secukupnya garam--,Potong tempe tipis tipis--Haluskan bumbu dan masukkan ke tepungnya--Tambahkan air aduk tepung dan bumbu sampai rata. Jangan terlalu encer. Mending agak kentel--Cicipi asinnya. Kalo kurang asin tambahin garam. Soalnya kadang meskipun dcicipi uda asin tapi pas tepung mateng jadi ga seberapa asin--Masukkan tempenya lumuri tepung sampai rata. Lalu goreng sampai matang. Nyammm😋😋 dicocol sambel kecap lebih enak 😋😋--,1,/id/resep/4466046-tempe-tepung-simple,tempe,51,1284.5,19,3,9,139,6,413,37,51,Lansia,Lainnya
Tempe kecap,"1/2 papan Tempe, potong kotak--4 siung Bawang merah, iris tipis--2 siung Bawang putih, iris tipis--4 buah Cabai rawit, iris tipis--secukupnya Kecap manis--secukupnya Garam--secukupnya Gula--","Goreng tempe hingga setengah matang, angkat tiriskan--Tumis bawang merah, bawang putih dan cabai rawit, hingga harum, tambahkan sedikit air--Masukkan tempe setengah matang dan bumbui dgn gula, garam dan kecap manis, masak hingga bumbu meresap ke tempe, sajikan--",3,/id/resep/4465808-tempe-kecap,tempe,63,391.39,11,2,8,190,4,262,29,189,Lansia,Lainnya
"Tumis tempe, udang,ati ampela",1/4 udang--4 papan tempe uk kecil--2 pasang ati ampela (optional)--Cabe rawit 10 biji (tergantung selera)--4 siung Bawang merah--3 siung Bawang putih--secukupnya Garam--secukupnya Gula--Kaldu ayam bubuk(kalau suka) q pake royco--Tepung bumbu seba guna--secukupnya Minyak goreng--,"Cincang cabe rawit, bawang putih, bawang merah--Potong dadu tempe,ati ampela(yg sudah digoreng sebelumnya), bersihkan udang dari kulitnya cuci sampai bersih--Goreng tempe yg sudah di potong dadu dengan tepung serba guna biar nempel tempe di Kasih air sedikit atau bisa dicelupkan ke kocokan putih telur,goreng sampai kecoklatan lalu angkat dan tiriskan--Tumis bawang merah dan bawang putih sampe layu lalu masukan cabe tumis sampe wangi--Masukan udang dulu, baru ati ampela dan tempe yg sudah digoreng masukan paling akhir--Beri garam, gula, dan kaldu bubuk secukupnya koreksi rasa dan siap dihidangkan--Siap dimakan--",2,/id/resep/4465599-tumis-tempe-udangati-ampela,tempe,68,919.48,29,4,12,279,8,618,45,136,Lansia,Tumis
Oseng Tempe & Kacang Panjang,"200 gr tempe--50 gr kacang panjang--7 bh bawang merah--2 bh bawang putih--2 lbr daun jeruk--Laos (secukupnya di geprek)--Merica (secukupnya)--Garam, gula,kecap--","Iris tempe sesuai selera, setelah di iris goreng setengah matang. Iris semua bahan di atas & tumis hingga harum ke coklatan, tambah kan air secukupnya masukan tempe & kacang panjang. Tunggu hingga matang dan siap untuk di sajikan 😘--",1,/id/resep/4465757-oseng-tempe-kacang-panjang,tempe,78,1291.03,28,5,9,161,2,233,44,78,Lansia,Lainnya
Tempe tepung sambel kecap,10 iris tempe--1 sdm duan bawang yang diiris tipis--350 ml air matang--250 gr tepung terigu--1 sdm tepung beras--minyak goreng--Bumbu Halus:--1 sdt ketumbar sangrai--2 siung bawang putih--1 sdt kaldu ayam--1 sdt garam--,Kerat-kerat kedua sisi irisan tempe agar bumbu menyerap.--Campur tepung dengan bumbu halus dan air hingga cukup kental.--Tambahkan daun bawang dan tempe.--Panaskan minyak banyak di atas api sedang.--Goreng tempe dengan balutan adonantepung hingga kuning kecokelatan.--Angkat dan tiriskan.--,2,/id/resep/4465728-tempe-tepung-sambel-kecap,tempe,16,642.65,25,4,12,219,7,290,43,32,Remaja,Lainnya
Tempe goreng,1/2 papan Tempe--2 siung bawang putih--Secukupnya Ketumbar--Secukupnya garam--Minyak goreng--,"Potong tempe sesuai selera--Uleg ketumbar dan bawang putih hingga halus, kemudian tambahkan bawang putih, uleg lagi hingga halus--Tambahkan sedikit air putih dan rendam tempe selama 15 menit--Panaskan minyak dan goreng tempe hingga kecoklatan--",3,/id/resep/4465744-tempe-goreng,tempe,24,1401.6,12,2,6,93,5,244,30,72,Dewasa Muda,Lainnya
Tempe jeletot,1 papan tempe--6 siung bawang putih--6 siung bawang merah--5 buah cabe keriting--secukupnya Kencur--sesuai selera Cabe rawit--Daun bawang--1/4 kg tepung terigu--6 sendok makan tepung beras--Penyedap rasa dan garam--Ketumbar--Minyak untuk menggoreng--,"Potong tempe belah tengah jangan sampai putus--Isian: ulek bumbu hingga halus setelah halus siram bumbu dengan minyak goreng--Adonan tepung: haluskan 2 siung bawang merah,putih, ketumbar beri garam dan kaldu lalu larutkan tepung terigu dan tepung beras dengan air, beri daun bawang, koreksi rasa--Isi tempe dengan cabe,lakukan hingga tempe habis terisi cabe--Panaskan minyak,celupkan tempe di adonan tepung goreng sampai matang--Sajikan selagi hangat--",5,/id/resep/4465507-tempe-jeletot,tempe,6,1359.32,13,2,13,250,7,452,31,30,Remaja,Lainnya
Oseng buncis tempe,2 bungkus buncis--1 papan tempe--8 siung bawang merah--5 siung bawang putih--10 cabe rawit--masako--sedikit air--garam--gula--,"Potong tempe menjadi tipis"" juga lalu goreng setengah matang--Iris tipis"" bawang merah bawang putih dan cabe rawit, oseng sebentar bawang merah dan bawang putih--Potong serong buncis menjadi tipis dan cuci bersih. oseng buncis sampai layu dan masukkan bawang merah dan bawang putih lalu masukkan tempe setengah matang.--Setelah tercampur masukkan cabe rawit dan beri air secukupnya--Tambahkan gula garam dan masako secukupnya tes rasa bila rasa kurang tambahkan masako lagi--Masak sebentar lalu sajikan--",1,/id/resep/4461078-oseng-buncis-tempe,tempe,57,351.79,18,3,10,126,7,504,36,57,Lansia,Lainnya
Kering Tempe Cabjo,4 papan tempe plastik ukuran sedang--1 butir jahe (di peprek)--1 butir lengkus (di peprek)--1 butir kamijara (di peprek)--2 lembar daun salam (di remas)--Gula merah secukupnya (disisir)--Cabai secukupnya (menurut selera)--secukupnya Minyak--secukupnya Bawang solong--Bumbu yang di haluskan (bumbu kuning) :--1 butir kunyit--2 siung bawang putih--5 siung bawang merah--1 butir kemiri--1 butir ketumbar--secukupnya Pala--secukupnya Lada--secukupnya Garam--,"Irislah tempe menjadi bagian bagian kecil memanjang.--Iris cabai, bawang solong dan daun salam. Sisir gula merah.--Jahe, lengkuas dan kamijara di peprek.--Siapkan ulekan, masukan kunyit, kemiri, bawang putih, bawang merah, ketumbar, lada, pala, garam. Haluskan.--Goreng tempe yang sudah diiris.--Angkat jika sudah berwarna kecoklatan.--Setelah itu siapkan wajan lagi, panaskan minyak dan tumis bawang solong, jahe, lengkuas, kamijara, daun salam, cabai dan masukan gula merah yang telah di sisir.--Setelah tercium harum dan menggoda di perut beri air sedikit dan masukan tempe yang sudah di goreng.--Aduk sampai benar benar merata dan meresap, tes rasa.--Apabila rasanya kurang asin bisa tambahkan masako atau royco secukupnya. Aduk lagi hingga masak.--Angkat dan sajikan.--",0,/id/resep/4465281-kering-tempe-cabjo,tempe,31,425.5,18,3,19,454,12,774,36,0,Dewasa Muda,Lainnya
Kering tempe renyah,"1 papan tempe ukuran sedang (25x20 cm), potong kecil-kecil--Bumbu halus ::--6 butir bawang merah--3 siung bawang putih--2 cm lengkuas muda--3 cabe rawit merah--Bahan lain ::--3 cabe keriting, iris serong--2 helai daun salam--1 buah jeruk nipis seukuran bola pingpong, peras--Secukupnya garam dan gula--2-3 sdm minyak untuk menumis--","Goreng tempe hingga kuning kecoklatan dan renyah. Sisihkan.--Tumis bumbu halus hingga harum, masukkan daun salam dan cabe keriting iris, gula dan garam, aduk rata.--Tambahkan air perasan jeruk nipis, aduk, koreksi rasa, tunggu sampai air menyusut dan bumbu kental. Matikan api.--Tunggu sesaat sampai bumbu tidak beruap/dingin, masukkan tempe, aduk rata. Kalau sudah dingin, simpan dalam toples kedap udara.--",6,/id/resep/4448358-kering-tempe-renyah,tempe,6,311.64,19,3,13,332,5,408,37,36,Remaja,Lainnya
Perkedel Tempe,"300 gr tempe, kukus dan haluskan--1 batang daun bawang, iris--1 batang seledri, iris--1 butir telur, kocok lepas--secukupnya Garam, gula, merica bubuk--Bumbu halus : (goreng dahulu sebelum dihaluskan)--4 siung bawang merah--3 siung bawang putih--","Kukus tempe kurleb 20-30 menit. Haluskan selagi hangat--Masukkan semua bahan jadi satu, aduk rata.--Goreng dalam minyak panas. Biarkan kering dan hanya dibalik satu kali supaya tidak hancur dan tidak berminyak--Angkat, tiriskan dan sajikan--",10,/id/resep/4461192-perkedel-tempe,tempe,79,334.28,14,2,9,246,5,241,32,790,Lansia,Lainnya
Oseng Tempe Buncis,1/3 papan tempe (seadanya stok) potong kotak2--7 batang buncis (adanya itu)--1 batang daun bawang--2 siung bawang putih (cincang halus)--1/4 bw bombay (kehabisan stok bawang merah hiks)--1 sdm kecap--1/2 sdm saori saus tiram--1/2 cm laos geprek--1/2 cm jahe geprek--1 bh jeruk limau kecil----,"Goreng tempe sisihkan.--Tumis bw bombay, bw putih, jahe n lengkoas hingga harum.--Masukan saori n kecap aduk2 beri sedikiiit air, masukan buncis. Hingga agak layu masukan tempe.aduk2 sebentar. Matikan api.--Peras jeruk limau dan Hias dgn daun bawang.--",0,/id/resep/4464950-oseng-tempe-buncis,tempe,29,1366.4,18,3,12,292,5,252,36,0,Dewasa Muda,Lainnya
Nasi Liwet Tempe bacem,20 potong tempe--500 ml air kelapa--1 buah gula merah--1 sdt garam--Sdikit kaldu bubuk--2 lbr daun salam--1 vatang serai--1 ruas lengkoas--Minyak u menggoreng--Bumbu halus:--5 siung bamer--2 siung baput--1 sdt ketumbar--3 butir kemiri--,Campur tempe air kelapa dan bumbu halus dan salam sereh lengkoas gula garam fan kaldu bubuk. Sampai air menyusut. Lalu goreng dengan api kecil. Selamat masak.--,8,/id/resep/4464859-nasi-liwet-tempe-bacem,tempe,67,1400.15,22,4,15,236,2,160,40,536,Lansia,Lainnya
Nasi goreng tempe salmon,nasi--ikan salmon yg sdh di goreng--tempe yg sdh di goreng dn di remas kecil2--garam--bawang putih--bawang merah--2 sendok mkn minyak goreng--cabai bisa tmbhkn klo mau pedes--,Cincang bumbu bawang putih bawang merah dn (cabai bl prlu)--Lalu tumis dgn 2.sendok mkn minyak goreng.--Tumis hingga aroma harum lalu masukkn nasi.aduk2.msukn tempe yg sdh remuk dn salom..--Aduk di orak arik hingga stengh mateng.jgn lp tmbhkn garam secukupnya..orak arik krg lbih 10 mnit..angkt dn hidangkn d piring saji..bs di hias dgn tomat atau mntimun ssuai selera anda..selmt mncoba--,1,/id/resep/4463601-nasi-goreng-tempe-salmon,tempe,75,125.25,24,4,9,175,5,389,42,75,Lansia,Lainnya
Oseng Tempe Kacang Panjang Udang,"1 ikat kacang panjang, potong seukuran korek--1 papan tempe, potong korek & goreng--100 gr udang, buang kepala--5-7 siung bawang merah, iris2--1 siung bawang putih, geprek--5 buah cabe merah, iris serong--1 ruas lengkuas, geprek--2 lembar daun salam--1 sdm gula merah--Secukupnya gula pasir, garam & kaldu bubuk--Secukupnya air--Sedikit minyak utk menumis--","Tumis duo bawang sampai layu & harum. Masukan cabe, lengkuas & daun salam, aduk-aduk.--Masukan udang, masak sampai udang berubah warna. Masukan kacang panjang, aduk-aduk. Tambahkan gula merah dan beri air sedikit.--Masukan tempe, gula pasir, garam & kaldu bubuk. Beri air lagi utk mematangkan kacang panjang, aduk rata. Koreksi rasa.--Masak sampai air agak mengering & kacang panjang matang. Matikan api, angkat & sajikan.--",3,/id/resep/4463713-oseng-tempe-kacang-panjang-udang,tempe,3,910.72,32,5,13,357,5,424,50,9,Remaja,Lainnya
Orek tempe cabai hijau,1 papan tempe--10 buah cabai hijau keriting--3 siung bawang merah--3 siung bawang putih--1 ruas lengkuas--1 lembar daun salam--Secukupnya kecap manis--Secukupnya gula merah--Garam--Penyedap rasa--,"Potong-potong tempe seuk korek api(sesuai selera cie ukurannya)😉😉😉.--Panaskan minyak,goreng tempe sampai garing,sisihkn.--Potong semua semua bumbu,geprek lengkuas.--Panaskan minyak masukan bumbu yg sdh di potong td,tunggu sampai harum,masukan tempe beri sedikit air,setelah agak mengering masukan kecap,cek rasa.--Orek tempe cabai hijau siap di sajikan😉😉--",1,/id/resep/4462746-orek-tempe-cabai-hijau,tempe,28,868.14,22,4,11,196,6,356,40,28,Dewasa Muda,Lainnya
Kikil tempe pedas manis,"1/4 kikil--1 papam tempe--bumbu halus--6 siung bawang merah--3 siung bawang putih--5 bh cabe keriting merah (selera)--8 bh cabe rawit merah (selera)--3 bh cabe ijo besar--2 Lmbar daun salam--1 ruas kunyit--1 ruas laos--kecap manis--kecap asin--penyedap rasa--garam, gula--minyak goreng--","Rebus sbentar kikil, daun salam dn laos.. lalu tiriskan--Potong dadu tempe lalu goreng dan tiriskan--Panaskan minyak, masukan bumbu halus beserta daun dan salam laos smpe harum--Lalu campurkan kikil dan tempe, tambahkan kecap manis, kecap asin, penyedap rasa, gula dn garam--Aduk hingga trcampur rata,--Koreksi rasa... lalu hidangkan...--Happy cooking bunda😘😘--",6,/id/resep/4463227-kikil-tempe-pedas-manis,tempe,74,616.29,23,4,17,287,8,361,41,444,Lansia,Lainnya
Nugget tempe keju,400 gr tempe--200 gr daging ayam giling--4 sdm terigu--2 siung bawang putih haluskan--2 btr telur--1 sdt garam (blh lbh)--1/2 sdt merica bubuk (blh skip)--1 sdt penyedap rasa sapi--60 gr keju parut--Sckup nya daun bawang Iris halus (blh skip)--💞 pelapis 💞--4 Btr telor kocok--Seckup nya Breadcrumb--,"Campur semua bahan, tuang dloyang yg d oles minyak dl.. Kukus 25 mnit smpe matang. Dinginkan, potong2, celup d pelapis (kocokan telur - bread crumb)--Selamat mencoba 😂😂--",24,/id/resep/4463068-nugget-tempe-keju,tempe,48,965.96,17,3,14,299,3,170,35,1152,Dewasa,Lainnya
Tempe Tumis Ikan Asin,"2 ekor ikan asin jenis apa sj--2 buah tomat--2 cabe merah besar--3 siung bawang putih--3 cabe merah keriting--4 Batang cemangi,ambil daun sj--5 Siung bawang merah--15 cabe rawit--1/4 tempe--Secukupnya garam--Secukupnya masako--Secukupnya merica bubuk--Secukupnya gula pasir--Minyak goreng--","Rendam tempe dgn air garam,biarkan meresap,sisihkan.Cuci ikan asin,potong 2 bagian,sisihkan.--Uleg halus semua bumbu,sisihkan.--Goreng tempe hingga kering juga ikan asin,lakukan hingga habis.sisihkan.--Tumis bumbu halus hingga wangi,masukan Masako,gula,garam,merica icip rasa jika telah pas masukan tempe dan ikan asin beserta kemangi,aduk rata tanpa menambah air y bunda.--Biarkan kering dan angkat...sippp😊😊--",1,/id/resep/4448312-tempe-tumis-ikan-asin,tempe,10,1423.68,21,4,15,290,6,411,39,10,Remaja,Tumis
Kering tempe,"1/2 papan tempe besar--2 buah cabai besar--1/2 potong gula merah kecil--1 sdm gula pasir--1 lembar daun salam--1 ruas jahe (saya td gapake karna gaada jahe di rumah)--Sereh--Bumbu halus :--4 siung bawang merah--3 siung bawang putih--1 ruas lengkuas/laos--secukupnya Garam--Lada secukupnya (cuma buat pedes""an)--","Tempe diiris memanjang (persegi panjang) kecil kecil. Panaskan minyak, goreng tempe setengah matang dan tiriskan--Haluskan bumbu terlebih dahulu, untuk lengkuas dan jahe cukup di geprek aja.--Iris cabai secara menyamping--Panaskan minyak, masukkan bumbu yang telah dihaluskan, tumis hingga harum kemudian masukkan irisan cabai, daun salam lengkuas dan jahe.--Masukkan gula merah dan gula pasir, tambah sedikit air. Biarkan hingga mengental--Setelah mengental, masukkan tempe yg sudah digoreng setengah matang, campur hingga merata--Kering tempe siap disajikan :)--",1,/id/resep/4461996-kering-tempe,tempe,33,296.87,12,2,14,311,8,564,30,33,Dewasa Muda,Lainnya
Tempe mercon kekinian,1 papan tempe ukuran sedang (dipotong bagi 5 bagian)--2 siung bawang putih--2 siung bawang merah--10 biji cabe rawit domba--1/4 sdt Merica bubuk--secukupnya Daun bawang--5 sdm tepung terigu--1/2 ruas kencur--Secukupnya penyedap rasa--Secukupnya air--Secukupnya minyak kelapa--,"Potong tempe, kira kira tidak terlalu tipis dan tidak terlalu besar, lalu tengahnya dipotong sedikit / diberi lubang untuk memasukan bumbu pedasnya, tumbuk cabe rawit, kencur, bawang putoh, dan bawang merah beri sedikit garam dan gula.--Adonan tepung : masukan terigu kedalam wadah beri garam, penyedap rasa, dan merica bubuk, lalu masukan juga daun bawang yg telah diiris tipis.--Setelah adonan tepung dan tempe siap.. Lalu digoreng. Gunakan api sedang agar tempe yg didalam tepung matang..--Simple... Selamat mencoba--",7,/id/resep/4462102-tempe-mercon-kekinian,tempe,67,224.6,21,3,12,276,5,520,39,469,Lansia,Lainnya
